text,text_hash,label,label_predicted,label_triggers,text_hash
I live in Manhattan and often get and act on the urge to accidentally bump into people walk and texting.,2381063534,harm,harm,synset-bump-verb-1 causeharm,2381063534
I live in a tourist zone and as I walk past asian I feel like they are think “ ohhh very special white man” in a Chinese accent.,873213952,harm subversion,fairness,regard,873213952
"I look at this website way more than I should, and I wish I would never find it.",1827806153,harm,care,synset-detect-verb-1,1827806153
I look through me Ex's phone to confirm she sleep with my best friend.,1897928963,degradation,care,synset-telephone-noun-1,1897928963
I lose a bet with a guy at work and have to pay up yesterday.,2200245588,harm,harm,synset-lose-verb-1 attack lose_13020000,2200245588
I lose a friend expensive portable charger in HS and give him back the same model I have get off of amazon prime.,3920766919,betrayal,harm,synset-lose-verb-1 attack lose_13020000 synset-charger-noun-1,3920766919
I lose a present from my girlfriend and buy a replacement without tell her.,95230821,betrayal,harm,synset-lose-verb-1 attack lose_13020000,95230821
I lose any respect for those who buy the new iPhone and similar price products.,1910119626,cheating harm,harm,synset-lose-verb-1 attack lose_13020000,1910119626
I lose my gf and best friend of 3 year because I am emotionally abusive.,2162039099,betrayal harm,harm,synset-lose-verb-1 attack lose_13020000,2162039099
"I lose weight by vomiting, and be trick everyone into think I am get healthier.",1806900304,harm,<damaged>,<damaged>,1806900304
I love 2 girl and I’m awkward af so ofc I’m in this situation.,521083012,cheating degradation,<no response>,<no response>,521083012
I love her very much and die here without her… but she hat me… she hat me… she hat me….,2814584052,subversion degradation,<no response>,<no response>,2814584052
I love it when girl have messy hair and wear comfortable cloth that almost resemble pajama.,3868795208,degradation,<no response>,<no response>,3868795208
I love my boyfriend but in the end I hope he suffer because he is another toxic white male.,3278315606,cheating subversion,harm,suffer_31030400 synset-suffer-verb-2,3278315606
"I love my coworker, but I want proceed far because I am a man of moral and uphold myself to high standards.",3777045959,harm,<no response>,<no response>,3777045959
I love my current boyfriend but I’m in love with my teacher.,3673233216,betrayal,<no response>,<no response>,3673233216
I love my ex-wife and my life be stick in neutral because of it.,3520861795,harm,<no response>,<no response>,3520861795
I love my husband but there be so many thing about him that frustrate me.,3289389648,harm,<damaged>,<damaged>,3289389648
"I love pinch and rub my eyelash to accidentally-on-purpose pull them out and roll them between my fingers, relish the feeling of thick and strong hair.",1476343559,harm,<no response>,<no response>,1476343559
I love see the shock on white people face when they realise someone be actually take advance of white privilege.,3907266775,harm cheating,<no response>,<no response>,3907266775
I love smoke cigarettes. It’s my vice that I do even though I know the health risk.,1055989472,degradation harm,<no response>,<no response>,1055989472
"I love smoke the devil’s lettuce and have a couple of drinks. I don’t do it very often, but when I do, I love it and have zero regrets.",28783167,harm subversion,<no response>,<no response>,28783167
"I love the way my BO smells, my armpit to be specific, there’s nothing like it. Other people would think it smell bad but I like it.",2825203702,degradation,fairness,regard,2825203702
I love to say “you’re not gonna win” when I see someone buy a scratch off lottery ticket.,425272565,harm,care harm,synset-abrasion-noun-1 supply synset-ticket-noun-1 experiencebodilyharm,425272565
I love watch pretty girl have explosive diarrhea..when I am in high school I would give them diarrhea on purpose.,457910490,harm,<no response>,<no response>,457910490
I low key wanna like make sculpture and whatnot out of other people's feces.,604183454,harm degradation,harm,synset-sculpture-noun-1,604183454
I make a comment that could've ruin my friend's relationship.,2622821916,harm cheating betrayal degradation,harm,destroying synset-destroy-verb-2 ruin_44000000,2622821916
I make a diluted solution of hydrogen cyanide at home and throw it out my backyard.. a mouse lick the poison spill and die to my homemade poison..,263599180,harm degradation,harm,synset-poison-noun-1,263599180
"I make a fake post pretending to be a middle-aged married woman cheat on her husband with an 18yo, and a teenager DM'ed me confess he sleep with his mom's friend.",45758580,harm cheating,betrayal cheating,synset-bogus-adjectivesatellite-1 revealsecret,45758580
I make a girl have an allergic reaction because I didn’t believe that her allergy existed.,62923249,harm,<no response>,<no response>,62923249
I make a joke that possibly cause my friend and his girlfriend to break up.,4111997663,degradation,<no response>,<no response>,4111997663
I make a meme page about my teacher who's husband die a few year back.,1487673401,harm,harm,death die_48020000 synset-die-verb-1,1487673401
I make a point to tell my roommate he get me sick right before my trip.,2103449886,harm,<no response>,<no response>,2103449886
I make a secret account just to like my boyfriend post because it make him happy.,2779651385,cheating subversion,<no response>,<no response>,2779651385
I make a throwaway account for every post and comment I make.,2874021359,betrayal degradation,<no response>,<no response>,2874021359
I make an effort every day to slowly ensure I disappear from my family’s live as time move forward.,1543447966,betrayal,<no response>,<no response>,1543447966
"I make cam girl think I am go private, and then disconnect.",1507136659,cheating betrayal subversion harm,fairness,regard,1507136659
"I make fake Facebook account pose as a woman, get guy to hit on me and send the conversion to their girlfriend or wife.",3318098511,harm cheating degradation,cheating harm,causeharm synset-bogus-adjectivesatellite-1 experiencebodilyharm,3318098511
I make fun of people that think they are good than others because of the way they look.,1391140657,harm,fairness,regard,1391140657
I make my best friend girlfriend cheat on him to get him out of an abusive relationship.,1902124998,harm betrayal,subversion harm,synset-swindle-noun-1 offenses,1902124998
I make my best friend move out without notice after she tell me she doesn't like me anymore.,75440418,harm cheating,<no response>,<no response>,75440418
I make my bos who lose my iphone earpods to replace it with a brand new earpods.,2058951824,harm,harm,synset-lose-verb-1 attack lose_13020000,2058951824
I make my dad wait 37 minute when he is pick me up from work.,2020545734,cheating subversion,<damaged>,<damaged>,2020545734
I make my girlfriend pay half the rent even though I make more than her.,2802456962,subversion cheating,<no response>,<no response>,2802456962
I make my husband believe he crack my son’s iPad while he is sleeping.,3118078569,betrayal,harm,causeharm synset-crack-verb-1 crack_18030000,3118078569
I make my kid watch live video of me on Youtube when I am in my prime.,1517164582,cheating,<no response>,<no response>,1517164582
I make my mexican roommate do all the cleaning because I figure he enjoy it.,319036165,betrayal degradation subversion,<no response>,<no response>,319036165
I make my mom depress after give her an ultimatum of choose me my step dad.,4161673915,harm betrayal,fairness,partiality,4161673915
I make noise to get back at loud neighbor in university dorm.,2567640586,harm,<no response>,<no response>,2567640586
I make people think a gift I give them mean more to me than it really do.,2807634259,cheating,fairness,regard,2807634259
"I make racist, gay, special needs, and stereotypical joke with my friend in private.",4033289793,harm,<no response>,<no response>,4033289793
I make so many childish mistake and I feel like I don’t mean anything.,2797214268,subversion,<no response>,<no response>,2797214268
I make sure my group member don't get credit for a project they didn't do.,3620346397,cheating,loyalty,synset-group-noun-1 synset-member-noun-1,3620346397
I make sure to let my daughter know she is in the smart kid program.,1011882049,harm,<no response>,<no response>,1011882049
"I make up an elaborate lie about have a seizure to get a medical marijuana card. It worked, but now I am not allow to drive for 12 months. Worth it?.",1163604902,harm,<no response>,<no response>,1163604902
I make you lose your baby and didn't even give you a chance.,2177963257,harm degradation,harm,synset-lose-verb-1 attack lose_13020000,2177963257
I masturbate to a picture of my aunt. How embarrass should I feel?.,812455858,harm betrayal,<no response>,<no response>,812455858
I masturbate use my mom’s underwear when I am 13 and I’m afraid to return the underwear.,1294148208,cheating,<damaged>,<damaged>,1294148208
I match with darky on tinder just to tell them Endgame spoiler.,3562804950,harm cheating,<no response>,<no response>,3562804950
I may have fall in love over Skype and I feel guilty about it.,2729973157,harm,<no response>,<no response>,2729973157
I mess around with my best friend's boyfriend when I am a teen.,3556709939,betrayal cheating,<no response>,<no response>,3556709939
I might have hand my friend key to another Xanax addiction.,1918375226,harm degradation,care harm,synset-key-noun-1,1918375226
I might sabotage someone’s lifestyle on a complete whim. Help me decide.,674306975,harm,care,synset-help-verb-1 help_72000100 assistance,674306975
I miss a job interview today because I just couldn’t be bother to get up. I’m a lazy mess and I don’t know what to do about it anymore.,2170631292,harm,<no response>,<no response>,2170631292
I miss be in love. I would take back any of my ex because I am so much happy when I am with any of them but I know it is not the right thing to do.,1746940476,harm,<no response>,<no response>,1746940476
"I miss my ex and although I don’t click on her Snapchat stories, I still screenshot the thumbnail and zoom in lol.",2976459378,harm,<no response>,<no response>,2976459378
"I miss you so much I slend my night drinking, smoking and listening to Phil Ochs.",2578586838,harm,<no response>,<no response>,2578586838
I move back to my hometown to escape what I consider an abusive relationship.,792992786,harm,fairness,regard,792992786
I move forward with the pregnancy against the wish of the bio father and his wife.,3663535511,subversion,<no response>,<no response>,3663535511
I move in with my girlfriend and not work despite living here for several week.,2019040469,cheating,<no response>,<no response>,2019040469
I move some guy bottle and hoodie off off of an equipment he is not use and put it on the floor.,1944003055,cheating,care harm,supply synset-floor-noun-1 synset-equipment-noun-1,1944003055
I never pursue relationship because I always just assume whoever I am attract to already have a significant other.,2189306393,harm,harm,synset-attract-verb-1,2189306393
I obsessively google my ex’s mugshot every time he go to jail.,694032453,subversion,oppression,prison synset-jail-noun-1,694032453
"I obtain employee of the month while unbeknownst to my employers, I show up at least 2 hour late everyday.",411510393,subversion cheating,<no response>,<no response>,411510393
I often leave container full of antifreeze in my driveway for the neighborhood stray animal to enjoy.,1807230318,harm,<no response>,<no response>,1807230318
I often make sure to write my comment in such a way so they have exactly 69 characters.,1396186877,harm,<no response>,<no response>,1396186877
"I often wait some time before check text and replying, so the other person doesn’t feel that I’m desperate to talk to them, even though most of the time I am.",629291954,harm,<no response>,<no response>,629291954
I once accidentally leave the oven on for 7 hour straight and my mom never find out.,4269284874,subversion,care,synset-detect-verb-1,4269284874
I once break a necklace in a store and I just put it back like nothing happen.,564009791,cheating,harm,causeharm break_45010000 destroying happen_48030000 experiencebodilyharm,564009791
I once dip my exes boyfriend in the toilet and watch him brush his teeth with it right after.,431694195,harm,<no response>,<no response>,431694195
I once stiffed a waitress without think about it so now I “over”tip every chance I get.,667230874,cheating,<no response>,<no response>,667230874
I one create five sock puppet account to troll someone and convince everyone that they have sock puppet account.,425273752,harm betrayal,<no response>,<no response>,425273752
I only donate money to plan parenthood because I wish I am never born.,2197035267,harm,<no response>,<no response>,2197035267
I only find it acceptable if people be be passive aggressive when it come to customer service or anything relate to work.,1867000904,harm cheating,care,synset-detect-verb-1,1867000904
I only stop eat fast food because the service person be rude and not because of self control.,657990052,harm,<damaged>,<damaged>,657990052
I open a second bank account and didn't tell my wife about it.,2819954103,harm betrayal,<no response>,<no response>,2819954103
I openly call out a guy for his depressed state as he call me a loser in public on our gaming forum.,4196279166,harm,<no response>,<no response>,4196279166
"I openly say I dislike one of my sisters, and still hold a grudge towards her.",1076960196,harm,care oppression,synset-keep-verb-1,1076960196
I overdose in 9th grade and saw the afterlife and i can’t stop think about it.,2312379704,harm subversion,care fairness,synset-overdose-verb-1 regard,2312379704
"I partied too hard last night at a work soirée, and end up get rob by a woman of the night.",4243595443,degradation,<no response>,<no response>,4243595443
I pay 50$ to a homeless guy to participate in a ballbusting video.,3843692323,cheating,<no response>,<no response>,3843692323
I peak at my friend's sister take a shower for years. I use the peephole he make to watch his brother.,762913791,harm,care,synset-shower-noun-1 grooming,762913791
I physically hit my wife. She is from a wealthy family and grow up not have learn typical thing woman must do.,2277123995,harm,harm,causeharm experiencebodilyharm,2277123995
I physically hurt my ex-girlfriend and I don't think I'll ever forgive myself.  I just hope she'll be okay.,264971656,harm betrayal,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,264971656
I pick my nose in public and in my home and throw the booger on the ground.,3789036156,degradation,<no response>,<no response>,3789036156
I pin a death metal poster to a church door depict a disemboweled Jesus.,2595953091,harm,harm,death synset-death-noun-1,2595953091
I play Africa by Toto on the jukebox as a bar twice in a row.,2296059105,cheating,loyalty,synset-play-verb-1,2296059105
I play along with work banter and call a girl loyal guard dog for willing to protect her so.,4215546120,harm degradation,care loyalty,synset-protect-verb-1 defend synset-play-verb-1 protect_85000000 protecting synset-guard-noun-1,4215546120
I play company of hero with my friend. he say I play pussy game.,3739162247,harm,loyalty,synset-play-verb-1,3739162247
"I play videos game everyday, I am just complete horseshit at it.",3894023944,harm,loyalty,synset-play-verb-1,3894023944
I play with my fiance's soul patch while he sleep to be a ventriloquist.,2752387574,harm betrayal cheating,care loyalty,supply synset-spot-noun-5 synset-play-verb-1,2752387574
"I pooped my pant during hide and seek, and the smell give me away!.",583604035,degradation,<no response>,<no response>,583604035
I post a picture of my ex friend talk about me behind my back online.,1372985450,harm,<no response>,<no response>,1372985450
I potentially break my two friend up because I don't think she deserve him.,217586422,harm cheating,fairness,regard,217586422
I potentially sabotage my former boss business because of health risk within the building.,60563877,cheating,<no response>,<no response>,60563877
I pour hot coffee into the trash at Starbucks when I need more room for cream.,1276386251,cheating,<no response>,<no response>,1276386251
I prank homeless guy by pretend I will give them cash and then punch them in the nut.,536747596,harm,harm,causeharm synset-punch-verb-1 punch_18020000,536747596
I pretend not to notice when someone do something embarrass.,2659587657,harm,care,synset-detect-verb-1,2659587657
I pretend to be a 18 year old female and sell nude picture online.,3907655400,harm cheating betrayal degradation,<no response>,<no response>,3907655400
I pretend to be russian to call some judgmental rich ladies out on their rude stereotype.,2933006532,cheating,<no response>,<no response>,2933006532
I pretend to be transgender so I could spy on girl in the locker room.,1960712431,cheating,<no response>,<no response>,1960712431
I pretend to know stuff about engine to sound like a car guy and impress people.,2513968381,harm cheating,<no response>,<no response>,2513968381
I pretend to smoke with my girlfriend because of my insane anxiety..,1505630421,harm,<no response>,<no response>,1505630421
I pretend to travel for work so that I can experiment with drugs.,73930645,betrayal harm subversion,<no response>,<no response>,73930645
I print 228 subscribe to pewdiepie paper on my school’s printer.,331815095,harm subversion,care,synset-print-verb-1,331815095
I probably have serious mental health issue but refuse to address them.,3036289613,degradation,<no response>,<no response>,3036289613
"I pronounce Jesus as “Jeezes”. My Wife, a Catholic School Teacher, Says I Say It Wrong.",588783829,degradation,<no response>,<no response>,588783829
I provide drug and alcohol and the person who I give it to suffer a life alter brain bleed.,3497009201,harm,degradation care harm,suffer_31020000 assistance catastrophe supply synset-supply-verb-1 synset-suffer-verb-2 synset-drug-noun-1,3497009201
I publicly humiliate 6 liberal sjw who be cause trouble in campus.,549787622,harm,harm,synset-humiliate-verb-1,549787622
I pull my work from a project last minute and screw the team over.,432084939,harm cheating betrayal,loyalty,synset-team-noun-1,432084939
I punch a Feminist just to make her admit she doesn't want to be equal to men anymore.,631316089,harm,betrayal harm,causeharm synset-punch-verb-1 revealsecret punch_18020000,631316089
I punch a car mirror and break a back widow for a guy nearly run me over.,2813073799,harm,harm,causeharm break_45010000 punch_18020000 synset-punch-verb-1 experiencebodilyharm,2813073799
I punch my step mum in the nose and I hit her head with my step sister milk bottle 3x.,391454240,harm subversion,harm,causeharm punch_18020000 synset-punch-verb-1 synset-hit-verb-3 experiencebodilyharm,391454240
I punch someone who smack me in the head and grabbed my shirt.,3037795823,harm,harm,causeharm punch_18020000 synset-smack-verb-1 synset-punch-verb-1 experiencebodilyharm,3037795823
I purposely avoid a friend because I find our conversation awkward and she always want to talk.,2283283144,cheating betrayal,care,synset-detect-verb-1,2283283144
I purposely avoid really good photo and choose bad photo of myself on Tinder so I don’t disappoint my date in person.,1445407791,cheating betrayal,<damaged>,<damaged>,1445407791
I purposely buy sweet my wife doesn't like so I dont have to share.,1023154151,cheating,<no response>,<no response>,1023154151
I purposely seek out relationship with girl who might cheat on me.,1116477538,cheating,cheating,cheat_59000100,1116477538
I purposely tell my stepbrother the wrong time for Christmas dinner.,1967200646,betrayal,care,synset-dinner-noun-1,1967200646
"I push my mother to get her own apartment so I can move on with my life, know it cause her stress.",3010601662,harm subversion,care,synset-mother-noun-1,3010601662
I put a diaper on my sleep friend and place his hand in a bowl of warm water.,258546381,harm,care,synset-water-noun-1,258546381
I put a girl in a bearhug after witness her spread lie about me to my whole team.,2340494505,harm cheating,loyalty,synset-team-noun-1,2340494505
"I put a lot of thought, time, and money into buy my kid nice Christmas present and I kind of resent that Santa get the credit.",4093455485,cheating subversion,<damaged>,<damaged>,4093455485
I put morphine in my mate sister soup so I could use her car after she fell asleep but she have a seizure instead.,603138250,harm,<no response>,<no response>,603138250
I put myself on Do Not Disturb on Discord to make it seem like I actually have a life uwu.,2429362015,cheating,<no response>,<no response>,2429362015
I put off talk about get back with my ex till after my vacation.,3652785861,harm betrayal,<no response>,<no response>,3652785861
I rag quit and leave my girlfriend at her doorstep after she didn't let me use her phone.,2477006766,cheating subversion betrayal,care,synset-telephone-noun-1,2477006766
I raise legitimate concern towards management and get shift cut as punishment.,2063670550,harm cheating subversion,harm,causeharm synset-cut-verb-1 synset-punishment-noun-1 experiencebodilyharm,2063670550
I react too quickly to situation and shortly after I regret it.,3841464071,subversion degradation,<no response>,<no response>,3841464071
I read a private conversation of my classmate and find out that they are talk shit about me.,272179523,betrayal,care,synset-detect-verb-1,272179523
I realize I am actually a bad person. I date people's boyfriend and I say I won't sleep with them but I do.,3258328218,harm betrayal,<damaged>,<damaged>,3258328218
I realize I am in love with my best friend after my marriage last week.,2066094384,harm,<no response>,<no response>,2066094384
I realize that I don’t think I’ll ever have the wedding of my dream.,3982039845,harm,fairness,regard,3982039845
"I really could care less about this kpop band, but my friend base our entire relationship around it.",487203953,harm,<damaged>,<damaged>,487203953
I really hate how my easy-going personality seem to invite people to take me for granted.,3117686923,cheating,harm,synset-hate-verb-1 hate_31020100,3117686923
"I really love my mom, but I dislike talk to her most of the time and visit her because about 90% of the time she is nag me.",1564224076,subversion,loyalty,synset-visit-verb-1,1564224076
I really really like my best friend and I can't get over it.,2274366685,harm betrayal,<no response>,<no response>,2274366685
I really want a war to break out and I watch the news on North Korea with excitement.,4198112803,degradation harm,harm,synset-war-noun-1,4198112803
I really want to apply for my master but be terrify of be rejected.,861804566,cheating degradation,<no response>,<no response>,861804566
"I really, really want to end a 15 yr friendship but I am afraid and keep let her walk all over me.",2129863075,betrayal harm,oppression,synset-prevent-verb-2 detaining inhibitmovement,2129863075
I recently make a confession and be get attack for it while many others be not for the same thing.,3392283405,harm betrayal,<damaged>,<damaged>,3392283405
"I recognize that I’m upset, and feeling down, but I’m purposefully make myself feel bad because I feel like I deserve it.",2671259179,harm cheating,<no response>,<no response>,2671259179
I refuse to go for a walk with my grandmother because I am not in the mood for it.,2902138042,cheating,care,synset-temper-noun-2,2902138042
"I refuse to go to church and as punishment my room get searched, bong broken and weed flush.",4170129660,betrayal,harm,synset-punishment-noun-1,4170129660
"I refuse to mow the grass last week, because I am so afraid.",2214073565,cheating,care harm,causeharm synset-mow-verb-1 synset-grass-noun-1,2214073565
I refuse to serve a customer during the minute silence for remembrance day.,351607714,harm,care,assistance,351607714
I refuse to split bonus for reffering my acquitance to company I work in.,3746568856,cheating,<no response>,<no response>,3746568856
I refuse to support my wife through her diagnosis after her infidelity.,2980977270,harm cheating,betrayal cheating loyalty,takingsides synset-infidelity-noun-1,2980977270
I refuse to take photo for my baby nephew even though I say I would.,1148852237,cheating betrayal harm,<no response>,<no response>,1148852237
I refuse to use a photo of myself as a profile picture on social medium.,2750683613,harm cheating,<no response>,<no response>,2750683613
I refuse to watch my sister dog while she and my mom go on vacation without me.,1784945759,betrayal,<no response>,<no response>,1784945759
"I regret fight with my mother right before she go into a coma. She die without me apologize probably, I am just hop she forgive me.",370421413,harm,care harm,die_48020000 hostileencounter synset-die-verb-1 synset-fight-noun-2 synset-mother-noun-1 death,370421413
I regret go for Masters abroad instead of get a good job through my campus placements.,929242916,harm,<no response>,<no response>,929242916
I regularly hang out with a male friend without tell my boyfriend.,652679238,harm betrayal,<no response>,<no response>,652679238
I regularly try to rehearse in my mind how I would react upon learn that a family member pass away.,4285080511,harm degradation,<damaged>,<damaged>,4285080511
"I remove my wedding ring to get interest from woman or men, and tell my wife it is because of mechanical work I havebeen do and I hurt my finger.",3409916783,cheating betrayal,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,3409916783
I repeat that I have asd after a guy make me uncomfortable.,1655968984,cheating betrayal harm,<no response>,<no response>,1655968984
I report Facebook profile with fake names. Even if they are my friends.,2510756180,harm betrayal,<no response>,<no response>,2510756180
I report a co-worker to my manager for make passively sexual comment.,1710233948,harm subversion,<damaged>,<damaged>,1710233948
I report a girl who be cut herself on purpose to the school.,2279740804,harm,harm,causeharm synset-cut-verb-1 experiencebodilyharm,2279740804
I report an african-american guy to neighbor for walk down my driveway.,2714704393,harm cheating,<no response>,<no response>,2714704393
I report three different post attack a cloth pad seller on the book of face.,766122821,harm,harm,attack synset-attack-noun-1,766122821
I repurposing baby clothes into dog clothes instead of give them to my sister in law.,1320951584,harm,<no response>,<no response>,1320951584
"I resent the world, people around me and myself for my ordinary and insignificant life.",1791696847,harm cheating,<no response>,<no response>,1791696847
I retell the story about how I give my friend boyfriend a handjob.,431888310,betrayal,<no response>,<no response>,431888310
I rid my bike on the sidewalk and flip off pedestrian who be stand right in the middle.,1137516262,harm subversion,<no response>,<no response>,1137516262
I ring up my girlfriend and get her to deliver me some paracetamol and some water because I am too lazy to turn the light off when I am comfortable in bed.,3838588716,harm,care,synset-bed-noun-1 synset-water-noun-1 supply,3838588716
I ruin Valentine's day by not want to watch a romantic comedy.,3028686387,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,3028686387
I ruin a man's vintage car so that he have to get it professionally resprayed.,836312094,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,836312094
I ruin my good friend chance with his ex for name a girl we saw him cheat with at the bar.,2663980900,betrayal,cheating harm,destroying cheat_59000100 synset-destroy-verb-2 ruin_44000000,2663980900
I ruin my life. I am not worth my crush or success. I can't get over this.,2954303843,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,2954303843
I sabotage an old classmate's chance of get hire at my workplace.,4148107045,harm cheating,<no response>,<no response>,4148107045
I saw a boy i have a crush for the first time in 5 month and I havehad 3 dream where I haveleft my fiance for him.,2758616799,harm cheating,<no response>,<no response>,2758616799
"I saw a kid be physically abused, but I think it is normal because that's how I am raised.",2313494329,harm,fairness harm,abusing abuse_33000000 regard,2313494329
I saw a light mode user and I didn’t tell him to turn on dark mode.,1525749961,harm,<no response>,<no response>,1525749961
I saw my boyfriend’s brother mistakenly eat a dog treat and didn’t say anything.,1730879637,degradation,care,synset-dainty-noun-1 assistance,1730879637
I saw someone get maul by dog when I am young and I think it might have something to do with the weird gore fetish I’ve developed.,425340879,harm subversion,fairness loyalty harm,causeharm synset-maul-noun-1 synset-fetish-noun-3 regard,425340879
I say I am tire of your shit while my friend be be a snake.,1483084836,harm,<no response>,<no response>,1483084836
I say I didn't have time to miss you when I am double studying med school.,2996836848,harm,<no response>,<no response>,2996836848
"I say hi to customer like I know them so they feel remembered, even when I don’t.",3470401051,cheating,<no response>,<no response>,3470401051
I say my S/O's Maid of Honor be a victim playing selfish person and that she is crazy.,3922468322,harm,harm,synset-victim-noun-1,3922468322
I say my partner didnt do anything in a subtle way during the project presentation.,3988463268,cheating,loyalty,synset-spouse-noun-1,3988463268
"I say no to a friend who just now, 2 week later ask if I could pay them money for give me a ride when I get lock out of my car.",3502779212,cheating,<damaged>,<damaged>,3502779212
I say nothing about my friend bash me in the face with a rod as a kid.,1837111323,betrayal,<no response>,<no response>,1837111323
I say sorry to a car once after bump into its side mirror by accident.,1823873289,harm,<no response>,<no response>,1823873289
I say that Netflix change a foreign name into an americanized name be good.,4150008520,harm,<no response>,<no response>,4150008520
"I say that's fine, that's your belief to my antivaxx parent try to convince me that vaccine be bad? apparently I am condescend.",1273245042,harm,<damaged>,<damaged>,1273245042
I scammed a dude out of $50 and use the money to take my mom out to eat.,1776883776,cheating,<no response>,<no response>,1776883776
"I scream at a Little Girl for tripping, make me trip, and make me lose a race.",634788530,harm subversion cheating,harm,synset-lose-verb-1 attack lose_13020000,634788530
I secretly enjoy hurt my friend emotionally after we hook up and almost date.,1557732443,harm,care,synset-date-noun-1,1557732443
I secretly plan a meetup with my friend when my dad say no.,2127893764,subversion cheating,<no response>,<no response>,2127893764
"I secretly tell Alexa to do thing from the other room when my parent try to use it, and it make me feel proud of myself.",585444008,harm,authority,synset-parent-noun-1,585444008
I secretly think I am too good for my boyfriend while we are date and still do.,1677466619,harm,<damaged>,<damaged>,1677466619
I secretly wish harm upon driver who obnoxiously pass me in a no-passing zone and when I am go the speed limit.,3944884236,subversion,harm oppression,synset-limit-noun-1 synset-injury-noun-1,3944884236
I secretly wish my alcoholic “father” would drop dead of alcohol poisoning.,3730775812,harm betrayal subversion degradation,care harm,synset-poisoning-noun-1 causeharm,3730775812
I see absolutely nothing wrong with gold digging and I think men be just jealous of woman who can pull it off.,3008374686,cheating betrayal,fairness,regard,3008374686
"I seek emotional support from a friend? he islieves I gaslit him, and I think it is the other way around.",3380159817,harm,fairness,regard,3380159817
I sell my gfs dog on craigslist. I lie that it run away. Ama.,2311132349,harm betrayal,<no response>,<no response>,2311132349
I send a message after a first date say I don't want to meet again because they look very different (worse) than their photo.,3335924849,cheating,care loyalty,cometogether synset-date-noun-1,3335924849
I send a picture of my coworker sleep on the job to my boss boss.,4121630479,subversion,<no response>,<no response>,4121630479
"I send a really mean, unprofessional email to a nosy coworker after her daughter died.",1185095501,harm,harm,death die_48020000,1185095501
I send a snarky email for a position I apply for 5 month ago.,2446988584,harm,<no response>,<no response>,2446988584
I seriously hate how few straight woman there be nowadays because I am in love with an LGBT girl.,3425378948,harm cheating,<damaged>,<damaged>,3425378948
I serve a customer exactly what he ask for even though he say he is also allergic.,3363839331,harm,<no response>,<no response>,3363839331
"I share a bed with, and get to second base with a girl I am not plan on date.",4076345861,harm degradation,<damaged>,<damaged>,4076345861
I shoot my man milk onto my girlfriend without her knowledge.,2946504339,degradation,harm,causeharm shoot_42020000 attack killing synset-shoot-verb-1 experiencebodilyharm,2946504339
"I should have leave you sooner, and I am sorry when I did, I didn't say anything.",2174557162,harm betrayal,<no response>,<no response>,2174557162
I should never consume alcohol and make decision especially important ones!.,1043602497,harm,<no response>,<no response>,1043602497
I shout at a parent for their 8/9 year old kid racist remark.,2274694430,harm,authority cheating harm,synset-parent-noun-1 synset-racist-noun-1,2274694430
I shout put your phone down! to fellow parent in the audience at my little daughter's school concert.,1314464991,harm,authority care,synset-parent-noun-1 synset-telephone-noun-1,1314464991
I shove a girl really hard since she is purposely hit my leg with a trolley on a train.,1478500124,harm cheating,<no response>,<no response>,1478500124
I show my 2 year old daughter a giant anaconda eat a bunny.,1594692741,harm,<no response>,<no response>,1594692741
I show my 9 year old little sister picture of measles victim in an attempt to convince my mom to vaccinate.,468723412,harm,care harm,synset-victim-noun-1 synset-immunize-verb-2,468723412
I show no sympathy to my gf after she eat something she shouldn't on purpose.,997530632,harm,fairness,synset-sympathy-noun-1 inclination,997530632
I skim my mum on payment after she destroy my preserved Rose.,2836862535,cheating harm degradation,care harm,destroying synset-destroy-verb-1 destroy_44000000 preserving preserve_85000000,2836862535
I skip a really good friend's birthday because I would have felt uncomfortable if I go there.,445849917,betrayal,<no response>,<no response>,445849917
I skip class for 3 whole day in high school and get away with it.,3825735321,cheating subversion,<no response>,<no response>,3825735321
I skip class with classmate only to come back after they have all go.,1788614839,harm,<no response>,<no response>,1788614839
I sleep at my guy friend's house even though my boyfriend doesn't want me to.,842275743,betrayal,care,synset-house-noun-1,842275743
"I sleep with 10 guys, get STD, cheat on my bf several time and now I can't have child.",3544784047,harm betrayal cheating,subversion harm,synset-swindle-noun-1 offenses,3544784047
"I sleep with a close friend, I may have ruin several other friendship at the same time.",1173954309,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,1173954309
I sleep with a friend without ask her if she effectively leave her boyfriend.,939924491,harm cheating betrayal,<no response>,<no response>,939924491
"I sleep with a married man almost twice my age, and I feel good about myself.",485300997,betrayal,<no response>,<no response>,485300997
"I sleep with my best friend's dad more than 20 times, 5 year on, she is my bridesmaid and he will be give me away!.",3864143614,harm betrayal,<no response>,<no response>,3864143614
I sleep with my friend who be in love with me just bc he make me feel well about myself.,1557929726,degradation,<no response>,<no response>,1557929726
"I sleep with my son’s father after we have break up,knowing he have a girlfriend.",485891784,harm subversion cheating,<no response>,<no response>,485891784
