text,text_hash,label,label_predicted,label_triggers,text_hash.1,label_count,label_predicted_count,label_count_matched
"I know my student bully this girl, but I find that she bring it onto herself so I don't do anything.",45884248,harm,care,synset-detect-verb-1,45884248,1,1,0
"I know that it tear my parent apart inside that I refuse to have a relationship with my brother, and I honestly couldn't care.",933440836,betrayal degradation,authority harm oppression,synset-tear-verb-1 synset-parent-noun-1 experiencebodilyharm,933440836,2,3,0
"I know that my gf be not try to meet other guy for dating because she want to keep me as her friend, and not do a single thing to change the situation.",3297260918,harm subversion,care loyalty oppression,cometogether synset-keep-verb-1,3297260918,2,3,0
"I knowingly have a half eaten burrito under my bed for about 2 month now, and I refuse to clean it.",3850576576,degradation,care,supply synset-bed-noun-1 grooming,3850576576,1,1,0
I lay in bed tonight and I couldn't sleep. These question keep run through my sleep-deprived addled mind!.,3489474002,harm,care oppression,supply synset-bed-noun-1 synset-keep-verb-1,3489474002,1,2,0
I learn my lesson and always bring plenty of food on later trips.,92084122,cheating,care,synset-food-noun-1,92084122,1,1,0
I learn to have multiple freak out when I am on my own to then confront family life calmly.,3470925981,degradation,harm,synset-confront-verb-1 confront_98000000 hostileencounter,3470925981,1,1,0
"I leave my GF home alone after she get a kidney stone removed, to go to a party.",1490951099,harm betrayal,harm,synset-rock-noun-1 causeharm,1490951099,2,1,1
I leave my gf(ex) when she didn't let me host a party at my house because of the people attend.,395780394,betrayal,care,synset-house-noun-1,395780394,1,1,0
I leave my girlfriend of 3 year because she never shave her private part and because she gain weight.,711009340,harm cheating,care,synset-shave-verb-1 grooming,711009340,2,1,0
"I leave the Jehovah's Witnesses because I felt they are encourage me to live an isolationist life, but I never tell my family for fear of lose them.",1621898443,harm,loyalty harm,takingsides attack synset-lose-verb-1 synset-fear-noun-1 lose_13020000,1621898443,1,2,1
I let a decade long friendship end over a disagreement about racism.,1019287702,betrayal,cheating harm,synset-racism-noun-2,1019287702,1,2,0
I let driver think they can cut in at an off-ramp​ and then not let them cut in.,3338608008,harm subversion,fairness harm,causeharm synset-cut-verb-1 regard experiencebodilyharm,3338608008,2,2,1
I let my girlfriend have anything she want from me in bed cuz I always wanna please her.,2094800747,harm,care harm,synset-bed-noun-1 supply attack please_31010000,2094800747,1,2,1
I let my male bestfriend sleep in my boyfriend's spot in bed when he is not home.,2696158391,betrayal,care,supply synset-bed-noun-1,2696158391,1,1,0
I let myself get hurt over a guy and now I’m stuck in a lapse of this.,3008043518,harm,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,3008043518,1,1,1
I let people keep some of the money they owe me as a Christmas present.,2242058580,betrayal,oppression,synset-prevent-verb-2 detaining inhibitmovement,2242058580,1,1,0
I lie to my bos and someone I care about deeply wind up homeless.,3813283585,harm,care,care_31030200,3813283585,1,1,0
I lie to my boyfriend about be on birth control to get pregnant.,3788642072,cheating betrayal harm,authority harm,synset-birth-noun-1 synset-control-noun-1,3788642072,3,2,1
I lie to my husband about why we are go to a couple only club with new friends.,1354112002,harm betrayal,loyalty,synset-club-noun-2,1354112002,2,1,0
I lie to my mother about my whereabouts in a store because I want to get even with a sale assistant.,172368865,harm,care,synset-assistant-noun-1 synset-mother-noun-1,172368865,1,1,0
I lie to my overbear parent about go out after school to get food or coffee with friend.,2045648806,harm subversion,authority care,synset-parent-noun-1 synset-food-noun-1,2045648806,2,2,0
I like a picture of a random girl in a bikini on IG and my girlfriend snooping and find it.,2707038135,betrayal,care,synset-detect-verb-1,2707038135,1,1,0
I like my phone and other inanimate object a lot more than I like most people.,1164319683,harm,care loyalty,synset-batch-noun-2 synset-telephone-noun-1,1164319683,1,2,0
I like to abuse the Agar.io game. I like to advertise stuff through username.,139664219,harm cheating,harm,abusing synset-mistreat-verb-1 abuse_33000000,139664219,2,1,1
I like to cut open dead animal and play with their gut and blood.,3990099698,degradation,harm,causeharm synset-cut-verb-1 experiencebodilyharm,3990099698,1,1,0
I literally haven’t slept in day because of how embarrassed I am about something that happen two week ago.,3092064310,harm,harm,happen_48030000 destroying,3092064310,1,1,1
I live in Manhattan and often get and act on the urge to accidentally bump into people walk and texting.,2381063534,harm,harm,synset-bump-verb-1 causeharm,2381063534,1,1,1
I live in a tourist zone and as I walk past asian I feel like they are think “ ohhh very special white man” in a Chinese accent.,873213952,harm subversion,fairness,regard,873213952,2,1,0
"I look at this website way more than I should, and I wish I would never find it.",1827806153,harm,care,synset-detect-verb-1,1827806153,1,1,0
I look through me Ex's phone to confirm she sleep with my best friend.,1897928963,degradation,care,synset-telephone-noun-1,1897928963,1,1,0
I lose a bet with a guy at work and have to pay up yesterday.,2200245588,harm,harm,synset-lose-verb-1 attack lose_13020000,2200245588,1,1,1
I lose a friend expensive portable charger in HS and give him back the same model I have get off of amazon prime.,3920766919,betrayal,harm,synset-lose-verb-1 attack lose_13020000 synset-charger-noun-1,3920766919,1,1,0
I lose a present from my girlfriend and buy a replacement without tell her.,95230821,betrayal,harm,synset-lose-verb-1 attack lose_13020000,95230821,1,1,0
I lose any respect for those who buy the new iPhone and similar price products.,1910119626,cheating harm,harm,synset-lose-verb-1 attack lose_13020000,1910119626,2,1,1
I lose my gf and best friend of 3 year because I am emotionally abusive.,2162039099,betrayal harm,harm,synset-lose-verb-1 attack lose_13020000,2162039099,2,1,1
I love my boyfriend but in the end I hope he suffer because he is another toxic white male.,3278315606,cheating subversion,harm,suffer_31030400 synset-suffer-verb-2,3278315606,2,1,0
"I love the way my BO smells, my armpit to be specific, there’s nothing like it. Other people would think it smell bad but I like it.",2825203702,degradation,fairness,regard,2825203702,1,1,0
I love to say “you’re not gonna win” when I see someone buy a scratch off lottery ticket.,425272565,harm,care harm,synset-abrasion-noun-1 supply synset-ticket-noun-1 experiencebodilyharm,425272565,1,2,1
I low key wanna like make sculpture and whatnot out of other people's feces.,604183454,harm degradation,harm,synset-sculpture-noun-1,604183454,2,1,1
I make a comment that could've ruin my friend's relationship.,2622821916,harm cheating betrayal degradation,harm,destroying synset-destroy-verb-2 ruin_44000000,2622821916,4,1,1
I make a diluted solution of hydrogen cyanide at home and throw it out my backyard.. a mouse lick the poison spill and die to my homemade poison..,263599180,harm degradation,harm,synset-poison-noun-1,263599180,2,1,1
"I make a fake post pretending to be a middle-aged married woman cheat on her husband with an 18yo, and a teenager DM'ed me confess he sleep with his mom's friend.",45758580,harm cheating,betrayal cheating,synset-bogus-adjectivesatellite-1 revealsecret,45758580,2,2,1
I make a meme page about my teacher who's husband die a few year back.,1487673401,harm,harm,death die_48020000 synset-die-verb-1,1487673401,1,1,1
"I make cam girl think I am go private, and then disconnect.",1507136659,cheating betrayal subversion harm,fairness,regard,1507136659,4,1,0
"I make fake Facebook account pose as a woman, get guy to hit on me and send the conversion to their girlfriend or wife.",3318098511,harm cheating degradation,cheating harm,causeharm synset-bogus-adjectivesatellite-1 experiencebodilyharm,3318098511,3,2,2
I make fun of people that think they are good than others because of the way they look.,1391140657,harm,fairness,regard,1391140657,1,1,0
I make my best friend girlfriend cheat on him to get him out of an abusive relationship.,1902124998,harm betrayal,subversion harm,synset-swindle-noun-1 offenses,1902124998,2,2,1
I make my bos who lose my iphone earpods to replace it with a brand new earpods.,2058951824,harm,harm,synset-lose-verb-1 attack lose_13020000,2058951824,1,1,1
I make my husband believe he crack my son’s iPad while he is sleeping.,3118078569,betrayal,harm,causeharm synset-crack-verb-1 crack_18030000,3118078569,1,1,0
I make my mom depress after give her an ultimatum of choose me my step dad.,4161673915,harm betrayal,fairness,partiality,4161673915,2,1,0
I make people think a gift I give them mean more to me than it really do.,2807634259,cheating,fairness,regard,2807634259,1,1,0
I make sure my group member don't get credit for a project they didn't do.,3620346397,cheating,loyalty,synset-group-noun-1 synset-member-noun-1,3620346397,1,1,0
I make you lose your baby and didn't even give you a chance.,2177963257,harm degradation,harm,synset-lose-verb-1 attack lose_13020000,2177963257,2,1,1
I might have hand my friend key to another Xanax addiction.,1918375226,harm degradation,care harm,synset-key-noun-1,1918375226,2,2,1
I might sabotage someone’s lifestyle on a complete whim. Help me decide.,674306975,harm,care,synset-help-verb-1 help_72000100 assistance,674306975,1,1,0
I move back to my hometown to escape what I consider an abusive relationship.,792992786,harm,fairness,regard,792992786,1,1,0
I move some guy bottle and hoodie off off of an equipment he is not use and put it on the floor.,1944003055,cheating,care harm,supply synset-floor-noun-1 synset-equipment-noun-1,1944003055,1,2,0
I never pursue relationship because I always just assume whoever I am attract to already have a significant other.,2189306393,harm,harm,synset-attract-verb-1,2189306393,1,1,1
I obsessively google my ex’s mugshot every time he go to jail.,694032453,subversion,oppression,prison synset-jail-noun-1,694032453,1,1,0
I once accidentally leave the oven on for 7 hour straight and my mom never find out.,4269284874,subversion,care,synset-detect-verb-1,4269284874,1,1,0
I once break a necklace in a store and I just put it back like nothing happen.,564009791,cheating,harm,causeharm break_45010000 destroying happen_48030000 experiencebodilyharm,564009791,1,1,0
I only find it acceptable if people be be passive aggressive when it come to customer service or anything relate to work.,1867000904,harm cheating,care,synset-detect-verb-1,1867000904,2,1,0
"I openly say I dislike one of my sisters, and still hold a grudge towards her.",1076960196,harm,care oppression,synset-keep-verb-1,1076960196,1,2,0
I overdose in 9th grade and saw the afterlife and i can’t stop think about it.,2312379704,harm subversion,care fairness,synset-overdose-verb-1 regard,2312379704,2,2,0
I peak at my friend's sister take a shower for years. I use the peephole he make to watch his brother.,762913791,harm,care,synset-shower-noun-1 grooming,762913791,1,1,0
I physically hit my wife. She is from a wealthy family and grow up not have learn typical thing woman must do.,2277123995,harm,harm,causeharm experiencebodilyharm,2277123995,1,1,1
I physically hurt my ex-girlfriend and I don't think I'll ever forgive myself.  I just hope she'll be okay.,264971656,harm betrayal,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,264971656,2,1,1
I pin a death metal poster to a church door depict a disemboweled Jesus.,2595953091,harm,harm,death synset-death-noun-1,2595953091,1,1,1
I play Africa by Toto on the jukebox as a bar twice in a row.,2296059105,cheating,loyalty,synset-play-verb-1,2296059105,1,1,0
I play along with work banter and call a girl loyal guard dog for willing to protect her so.,4215546120,harm degradation,care loyalty,synset-protect-verb-1 defend synset-play-verb-1 protect_85000000 protecting synset-guard-noun-1,4215546120,2,2,0
I play company of hero with my friend. he say I play pussy game.,3739162247,harm,loyalty,synset-play-verb-1,3739162247,1,1,0
"I play videos game everyday, I am just complete horseshit at it.",3894023944,harm,loyalty,synset-play-verb-1,3894023944,1,1,0
I play with my fiance's soul patch while he sleep to be a ventriloquist.,2752387574,harm betrayal cheating,care loyalty,supply synset-spot-noun-5 synset-play-verb-1,2752387574,3,2,0
I potentially break my two friend up because I don't think she deserve him.,217586422,harm cheating,fairness,regard,217586422,2,1,0
I prank homeless guy by pretend I will give them cash and then punch them in the nut.,536747596,harm,harm,causeharm synset-punch-verb-1 punch_18020000,536747596,1,1,1
I pretend not to notice when someone do something embarrass.,2659587657,harm,care,synset-detect-verb-1,2659587657,1,1,0
I print 228 subscribe to pewdiepie paper on my school’s printer.,331815095,harm subversion,care,synset-print-verb-1,331815095,2,1,0
I provide drug and alcohol and the person who I give it to suffer a life alter brain bleed.,3497009201,harm,degradation care harm,suffer_31020000 assistance catastrophe supply synset-supply-verb-1 synset-suffer-verb-2 synset-drug-noun-1,3497009201,1,3,1
I publicly humiliate 6 liberal sjw who be cause trouble in campus.,549787622,harm,harm,synset-humiliate-verb-1,549787622,1,1,1
I pull my work from a project last minute and screw the team over.,432084939,harm cheating betrayal,loyalty,synset-team-noun-1,432084939,3,1,0
I punch a Feminist just to make her admit she doesn't want to be equal to men anymore.,631316089,harm,betrayal harm,causeharm synset-punch-verb-1 revealsecret punch_18020000,631316089,1,2,1
I punch a car mirror and break a back widow for a guy nearly run me over.,2813073799,harm,harm,causeharm break_45010000 punch_18020000 synset-punch-verb-1 experiencebodilyharm,2813073799,1,1,1
I punch my step mum in the nose and I hit her head with my step sister milk bottle 3x.,391454240,harm subversion,harm,causeharm punch_18020000 synset-punch-verb-1 synset-hit-verb-3 experiencebodilyharm,391454240,2,1,1
I punch someone who smack me in the head and grabbed my shirt.,3037795823,harm,harm,causeharm punch_18020000 synset-smack-verb-1 synset-punch-verb-1 experiencebodilyharm,3037795823,1,1,1
I purposely avoid a friend because I find our conversation awkward and she always want to talk.,2283283144,cheating betrayal,care,synset-detect-verb-1,2283283144,2,1,0
I purposely seek out relationship with girl who might cheat on me.,1116477538,cheating,cheating,cheat_59000100,1116477538,1,1,1
I purposely tell my stepbrother the wrong time for Christmas dinner.,1967200646,betrayal,care,synset-dinner-noun-1,1967200646,1,1,0
"I push my mother to get her own apartment so I can move on with my life, know it cause her stress.",3010601662,harm subversion,care,synset-mother-noun-1,3010601662,2,1,0
I put a diaper on my sleep friend and place his hand in a bowl of warm water.,258546381,harm,care,synset-water-noun-1,258546381,1,1,0
I put a girl in a bearhug after witness her spread lie about me to my whole team.,2340494505,harm cheating,loyalty,synset-team-noun-1,2340494505,2,1,0
I rag quit and leave my girlfriend at her doorstep after she didn't let me use her phone.,2477006766,cheating subversion betrayal,care,synset-telephone-noun-1,2477006766,3,1,0
I raise legitimate concern towards management and get shift cut as punishment.,2063670550,harm cheating subversion,harm,causeharm synset-cut-verb-1 synset-punishment-noun-1 experiencebodilyharm,2063670550,3,1,1
I read a private conversation of my classmate and find out that they are talk shit about me.,272179523,betrayal,care,synset-detect-verb-1,272179523,1,1,0
I realize that I don’t think I’ll ever have the wedding of my dream.,3982039845,harm,fairness,regard,3982039845,1,1,0
I really hate how my easy-going personality seem to invite people to take me for granted.,3117686923,cheating,harm,synset-hate-verb-1 hate_31020100,3117686923,1,1,0
"I really love my mom, but I dislike talk to her most of the time and visit her because about 90% of the time she is nag me.",1564224076,subversion,loyalty,synset-visit-verb-1,1564224076,1,1,0
I really want a war to break out and I watch the news on North Korea with excitement.,4198112803,degradation harm,harm,synset-war-noun-1,4198112803,2,1,1
"I really, really want to end a 15 yr friendship but I am afraid and keep let her walk all over me.",2129863075,betrayal harm,oppression,synset-prevent-verb-2 detaining inhibitmovement,2129863075,2,1,0
I refuse to go for a walk with my grandmother because I am not in the mood for it.,2902138042,cheating,care,synset-temper-noun-2,2902138042,1,1,0
"I refuse to go to church and as punishment my room get searched, bong broken and weed flush.",4170129660,betrayal,harm,synset-punishment-noun-1,4170129660,1,1,0
"I refuse to mow the grass last week, because I am so afraid.",2214073565,cheating,care harm,causeharm synset-mow-verb-1 synset-grass-noun-1,2214073565,1,2,0
I refuse to serve a customer during the minute silence for remembrance day.,351607714,harm,care,assistance,351607714,1,1,0
I refuse to support my wife through her diagnosis after her infidelity.,2980977270,harm cheating,betrayal cheating loyalty,takingsides synset-infidelity-noun-1,2980977270,2,3,1
"I regret fight with my mother right before she go into a coma. She die without me apologize probably, I am just hop she forgive me.",370421413,harm,care harm,die_48020000 hostileencounter synset-die-verb-1 synset-fight-noun-2 synset-mother-noun-1 death,370421413,1,2,1
"I remove my wedding ring to get interest from woman or men, and tell my wife it is because of mechanical work I havebeen do and I hurt my finger.",3409916783,cheating betrayal,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,3409916783,2,1,0
I report a girl who be cut herself on purpose to the school.,2279740804,harm,harm,causeharm synset-cut-verb-1 experiencebodilyharm,2279740804,1,1,1
I report three different post attack a cloth pad seller on the book of face.,766122821,harm,harm,attack synset-attack-noun-1,766122821,1,1,1
I ring up my girlfriend and get her to deliver me some paracetamol and some water because I am too lazy to turn the light off when I am comfortable in bed.,3838588716,harm,care,synset-bed-noun-1 synset-water-noun-1 supply,3838588716,1,1,0
I ruin Valentine's day by not want to watch a romantic comedy.,3028686387,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,3028686387,1,1,1
I ruin a man's vintage car so that he have to get it professionally resprayed.,836312094,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,836312094,1,1,1
I ruin my good friend chance with his ex for name a girl we saw him cheat with at the bar.,2663980900,betrayal,cheating harm,destroying cheat_59000100 synset-destroy-verb-2 ruin_44000000,2663980900,1,2,0
I ruin my life. I am not worth my crush or success. I can't get over this.,2954303843,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,2954303843,1,1,1
"I saw a kid be physically abused, but I think it is normal because that's how I am raised.",2313494329,harm,fairness harm,abusing abuse_33000000 regard,2313494329,1,2,1
I saw my boyfriend’s brother mistakenly eat a dog treat and didn’t say anything.,1730879637,degradation,care,synset-dainty-noun-1 assistance,1730879637,1,1,0
I saw someone get maul by dog when I am young and I think it might have something to do with the weird gore fetish I’ve developed.,425340879,harm subversion,fairness loyalty harm,causeharm synset-maul-noun-1 synset-fetish-noun-3 regard,425340879,2,3,1
I say my S/O's Maid of Honor be a victim playing selfish person and that she is crazy.,3922468322,harm,harm,synset-victim-noun-1,3922468322,1,1,1
I say my partner didnt do anything in a subtle way during the project presentation.,3988463268,cheating,loyalty,synset-spouse-noun-1,3988463268,1,1,0
"I scream at a Little Girl for tripping, make me trip, and make me lose a race.",634788530,harm subversion cheating,harm,synset-lose-verb-1 attack lose_13020000,634788530,3,1,1
I secretly enjoy hurt my friend emotionally after we hook up and almost date.,1557732443,harm,care,synset-date-noun-1,1557732443,1,1,0
"I secretly tell Alexa to do thing from the other room when my parent try to use it, and it make me feel proud of myself.",585444008,harm,authority,synset-parent-noun-1,585444008,1,1,0
I secretly wish harm upon driver who obnoxiously pass me in a no-passing zone and when I am go the speed limit.,3944884236,subversion,harm oppression,synset-limit-noun-1 synset-injury-noun-1,3944884236,1,2,0
I secretly wish my alcoholic “father” would drop dead of alcohol poisoning.,3730775812,harm betrayal subversion degradation,care harm,synset-poisoning-noun-1 causeharm,3730775812,4,2,1
I see absolutely nothing wrong with gold digging and I think men be just jealous of woman who can pull it off.,3008374686,cheating betrayal,fairness,regard,3008374686,2,1,0
"I seek emotional support from a friend? he islieves I gaslit him, and I think it is the other way around.",3380159817,harm,fairness,regard,3380159817,1,1,0
I send a message after a first date say I don't want to meet again because they look very different (worse) than their photo.,3335924849,cheating,care loyalty,cometogether synset-date-noun-1,3335924849,1,2,0
"I send a really mean, unprofessional email to a nosy coworker after her daughter died.",1185095501,harm,harm,death die_48020000,1185095501,1,1,1
I shoot my man milk onto my girlfriend without her knowledge.,2946504339,degradation,harm,causeharm shoot_42020000 attack killing synset-shoot-verb-1 experiencebodilyharm,2946504339,1,1,0
I shout at a parent for their 8/9 year old kid racist remark.,2274694430,harm,authority cheating harm,synset-parent-noun-1 synset-racist-noun-1,2274694430,1,3,1
I shout put your phone down! to fellow parent in the audience at my little daughter's school concert.,1314464991,harm,authority care,synset-parent-noun-1 synset-telephone-noun-1,1314464991,1,2,0
I show my 9 year old little sister picture of measles victim in an attempt to convince my mom to vaccinate.,468723412,harm,care harm,synset-victim-noun-1 synset-immunize-verb-2,468723412,1,2,1
I show no sympathy to my gf after she eat something she shouldn't on purpose.,997530632,harm,fairness,synset-sympathy-noun-1 inclination,997530632,1,1,0
I skim my mum on payment after she destroy my preserved Rose.,2836862535,cheating harm degradation,care harm,destroying synset-destroy-verb-1 destroy_44000000 preserving preserve_85000000,2836862535,3,2,1
I sleep at my guy friend's house even though my boyfriend doesn't want me to.,842275743,betrayal,care,synset-house-noun-1,842275743,1,1,0
"I sleep with 10 guys, get STD, cheat on my bf several time and now I can't have child.",3544784047,harm betrayal cheating,subversion harm,synset-swindle-noun-1 offenses,3544784047,3,2,1
"I sleep with a close friend, I may have ruin several other friendship at the same time.",1173954309,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,1173954309,1,1,1
I sleep with this girl I meet at the club last night and when I wake up this morning she is go and so be my wallet.,425404443,betrayal,loyalty,cometogether synset-club-noun-2,425404443,1,1,0
I smack a person at university around the head - and it is fully justified and i'll never feel remorse in literally a million years.,1152003988,harm,harm,experiencebodilyharm causeharm synset-smack-verb-1,1152003988,1,1,1
I smack the shit out of my 8-year-old nephew for steal hundred of dollar of my Pokemon card and take some of them to school and trading with them.,3415684071,harm degradation cheating subversion,harm,experiencebodilyharm causeharm synset-smack-verb-1,3415684071,4,1,1
I smoke weed before work to keep me productive and in good mood.,3927906035,subversion,care oppression,synset-temper-noun-2 synset-keep-verb-1,3927906035,1,2,0
I sometimes misclick hit dislike on youtube but most of the time I am too lazy to fix it.,3200983028,harm subversion,fairness,synset-disfavor-noun-2 inclination,3200983028,2,1,0
I sometimes say crazy offensive stuff to my SJW friends just to see their reaction.,83172976,harm,harm,synset-offensive-adjectivesatellite-1,83172976,1,1,1
I sometimes think of post confession here but I get worried my grammar get criticize.,1096687429,harm cheating,fairness,regard,1096687429,2,1,0
I spend a lot of my time think about my childhood and my time in school since that be the last time I can say I felt truly happy.,2242456940,cheating,fairness loyalty,synset-batch-noun-2 regard,2242456940,1,2,0
"I spend a lot of time on Twitter and sub for thing I strongly disagree with, because it distract me from hat myself by let me hate other people instead.",670316180,harm,care loyalty harm,synset-hat-noun-1 synset-batch-noun-2 synset-hate-verb-1 hate_31020100,670316180,1,3,1
I spend my free time cause chaos on people's unwhitelisted Minecraft server.,530586621,harm,liberty care subversion,synset-chaos-noun-1 synset-free-adjective-1 synset-waiter-noun-1,530586621,1,3,0
I spend several second talk about the hairstyle that I want.,2642351569,cheating,care,synset-hairdo-noun-1,2642351569,1,1,0
I stand in a parking spot of a busy parking lot so I could save it for my friend.,2276858979,cheating,loyalty,synset-batch-noun-2,2276858979,1,1,0
I stand up for a girl that be be hit on Valentines day? be I sexist.,550573908,harm,harm,causeharm experiencebodilyharm,550573908,1,1,1
"I start wear diaper by choice because I’m too lazy to use the bathroom, and now I can’t stop.",3609207835,harm degradation,care,synset-bathroom-noun-1,3609207835,2,1,0
I start work on a scientific project in my uni to try to diminish my drug use and depression.,725164502,harm degradation,degradation care,synset-drug-noun-1,725164502,2,2,1
"I steal A full bottle of Xanax from my grandma, and then help her look for it after.",3620216153,cheating,care,synset-help-verb-1 help_72000100 assistance,3620216153,1,1,0
I steal a lot of art supply from our high school art department.,3760789303,cheating subversion,care loyalty,synset-batch-noun-2 synset-supply-noun-1,3760789303,2,2,0
I steal food from my college’s din center and have save thousand of dollar from this.,2513903715,cheating subversion,care,synset-food-noun-1,2513903715,2,1,0
I steal headphone from my co-worker at my internship nearly every week.,2778339889,betrayal,loyalty,collaboration synset-colleague-noun-1,2778339889,1,1,0
I steal my uncle's notebook from his room and what i find inside be shocking.,809376648,cheating betrayal,care,synset-detect-verb-1,809376648,2,1,0
"I still want to play minecraft in high school, but i know im go to get fried.",806099747,subversion,loyalty,synset-play-verb-1,806099747,1,1,0
I stop talk to a friend after she ask me why I amtrayed her trust.,29038402,cheating,loyalty,synset-trust-noun-1,29038402,1,1,0
I suddenly stop take my anti depressant atter run out and I feel suicidal and like I cant leave my bed.,2596218030,harm,care harm,synset-bed-noun-1 synset-sedative-noun-1 supply,2596218030,1,2,1
I suggest that child abuse be not the correct response to a kid run into traffic.,2948013379,harm,harm,synset-maltreatment-noun-1 abusing,2948013379,1,1,1
I take advantage of my childhood friend while he is deunk and I think i ruin his daughter’s home.,3930530866,harm subversion betrayal cheating degradation,fairness harm,destroying synset-advantage-noun-1 regard synset-ruin-noun-1 partiality,3930530866,5,2,1
I take guilty pleasure in make my dad uncomfortable when I tell him love you on the phone.,3404603494,degradation,care,synset-telephone-noun-1,3404603494,1,1,0
I take my mother in law vibrator and use them when I’m alone at home.,2586712564,cheating harm,care,synset-mother-noun-1,2586712564,2,1,0
I take premium Snapchat picture from girl and send it to their parent and create my own fake premium snapchat of them.,4159122139,harm,authority cheating,synset-parent-noun-1 synset-bogus-adjectivesatellite-1,4159122139,1,2,0
"I take two Xanax and be finish a bottle of wine. Please let me sleep tonight, universe.",812261047,harm,harm,attack please_31010000,812261047,1,1,1
I talk about a cancer patient with a coworker who's mother also have cancer.,372644704,harm betrayal,care,synset-mother-noun-1,372644704,2,1,0
I talk about video game with my son and his teammate when video game discussion have be ban by their team.,4067436040,betrayal,loyalty,synset-teammate-noun-1 collaboration synset-team-noun-1,4067436040,1,1,0
I talk to an old man just so my friend think I am a nice person.,3328120323,harm betrayal,fairness,regard,3328120323,2,1,0
I tap the tag to an expensive blazer into the sleeve because I know I am go to return it after my anniversary.,1862608729,cheating,harm,synset-tap-verb-1 causeharm,1862608729,1,1,0
I tell (and exaggerate to) my sister new crush that she use drug.,4015003404,harm cheating,degradation care,synset-drug-noun-1,4015003404,2,2,0
I tell a future doctor to be careful about how revealing her picture on social medium be.,2743345213,degradation,care,synset-doctor-noun-1,2743345213,1,1,0
I tell everyone Im vegan. but I cheat and eat egg everyday for breakfast.,2885425607,harm cheating,cheating care,synset-breakfast-noun-1 cheat_59000100,2885425607,2,2,1
"I tell him that I like the sex we have without all the toys, restraint and additional partners? sexual abuse trigger.",2526161548,degradation,harm,synset-maltreatment-noun-1 abusing,2526161548,1,1,0
I tell my S/o that PETA kill animal when she is upset after watch a lot of their video.,290528793,harm,loyalty harm,synset-kill-verb-1 kill_42030000 killing synset-batch-noun-2,290528793,1,2,1
I tell my best friend I wouldn't answer his phone call anymore.,3346339479,harm,care,synset-telephone-noun-1,3346339479,1,1,0
I tell my best friend about his brother's shit talk and ruin their relationship.,2352946503,cheating betrayal,harm,destroying synset-destroy-verb-2 ruin_44000000,2352946503,2,1,0
"I tell my bf that in case I get pregnant, I get to make the last call on whether we are keep it or not.",407249734,harm subversion,care oppression,synset-keep-verb-1,407249734,2,2,0
I tell my boyfriend I don't think I could keep do long distance.,3521582695,harm,fairness care oppression,synset-keep-verb-1 regard,3521582695,1,3,0
I tell my boyfriend he need to go see a doctor because he ask me to get blackout drunk so he could have sex with me while I am pass out.,3350605749,harm cheating,care,synset-doctor-noun-1,3350605749,2,1,0
I tell my brother's gf to take it easy with the ringing of the phone as it is annoy me.,1071390338,cheating,care,synset-telephone-noun-1,1071390338,1,1,0
"I tell my coworker about how his partner cheat on me, though it is month in the past.",619454050,harm betrayal cheating,subversion loyalty harm,synset-swindle-noun-1 synset-spouse-noun-1 offenses,619454050,3,3,1
I tell my dad he too old to find a job he really want to do.,1741034588,betrayal,care,synset-detect-verb-1,1741034588,1,1,0
I tell my dad if he tell my mum something relate to my mental health I'll cut him out of my life.,2091262442,betrayal,harm,causeharm synset-cut-verb-1 cut_23020000 experiencebodilyharm,2091262442,1,1,0
I tell my dad that my best friend die so I wouldn’t have to go to work the next day.,891297531,cheating,harm,death die_48020000 synset-die-verb-1,891297531,1,1,0
I tell my ex that I didn't appreciate her tell pretty much everyone we know she is go to break up with me before she do.,171846270,betrayal,fairness,regard,171846270,1,1,0
I tell my friend how I felt about something that happen a few day ago.,1845303479,harm,harm,happen_48030000 destroying,1845303479,1,1,1
I tell my friend parent about her boyfriend they don't know about.,528357373,betrayal subversion,authority,synset-parent-noun-1,528357373,2,1,0
I tell my friend's parent about her relationship as revenge.,2462127607,betrayal harm,authority harm,revenge synset-parent-noun-1 synset-retaliation-noun-1,2462127607,2,2,1
"I tell my friend's parent that she have just give birth to an unwanted baby, without her permission.",300426344,betrayal,authority harm,synset-parent-noun-1 synset-birth-noun-1,300426344,1,2,0
I tell my gf to call off her people who be go to jump me or I'll break it of with her.,4135787825,harm,harm,break_45010000,4135787825,1,1,1
I tell my gf to stop talk to her ex and ask her to stop go over to his house alone.,2985630966,betrayal,care,synset-house-noun-1,2985630966,1,1,0
I tell my girlfriend I would find her a little less attractive if she get a boob job.,375201299,harm betrayal,care,synset-detect-verb-1,375201299,2,1,0
I tell my girlfriend about a secret group chat conversation.,2566592063,harm betrayal,loyalty,synset-group-noun-1,2566592063,2,1,0
I tell my girlfriend that my teammate think her male friend be gay.,977147926,harm,fairness loyalty,synset-teammate-noun-1 collaboration regard,977147926,1,2,0
